"iem_cd","tck_iem_cd","ifs_tma_cd","ifs_tma_nm","tma_otl_cts"
US09247X1019,BLK,"0151",증권,"증권시장과 가장 밀접한 관계를 가지고 있으며, 증시 활성화 여부가 실적에 미치는 영향이 큼. 지수의 안정과 함께 대세 상승이 진행된다면 은행, 건설주와 함께 유동성 장세의 가장 큰 수혜종목으로 주목 받는 경향이 있음. 자본시장통합으로 증권사들이 사업영역과 규모가 커질 것으로 예상되며 은행, 보험업종과 무한경쟁이 전망됨."
US1729674242,C,"0151",증권,"증권시장과 가장 밀접한 관계를 가지고 있으며, 증시 활성화 여부가 실적에 미치는 영향이 큼. 지수의 안정과 함께 대세 상승이 진행된다면 은행, 건설주와 함께 유동성 장세의 가장 큰 수혜종목으로 주목 받는 경향이 있음. 자본시장통합으로 증권사들이 사업영역과 규모가 커질 것으로 예상되며 은행, 보험업종과 무한경쟁이 전망됨."
US0605051046,BAC,"0151",증권,"증권시장과 가장 밀접한 관계를 가지고 있으며, 증시 활성화 여부가 실적에 미치는 영향이 큼. 지수의 안정과 함께 대세 상승이 진행된다면 은행, 건설주와 함께 유동성 장세의 가장 큰 수혜종목으로 주목 받는 경향이 있음. 자본시장통합으로 증권사들이 사업영역과 규모가 커질 것으로 예상되며 은행, 보험업종과 무한경쟁이 전망됨."
US46625H1005,JPM,"0151",증권,"증권시장과 가장 밀접한 관계를 가지고 있으며, 증시 활성화 여부가 실적에 미치는 영향이 큼. 지수의 안정과 함께 대세 상승이 진행된다면 은행, 건설주와 함께 유동성 장세의 가장 큰 수혜종목으로 주목 받는 경향이 있음. 자본시장통합으로 증권사들이 사업영역과 규모가 커질 것으로 예상되며 은행, 보험업종과 무한경쟁이 전망됨."
US8085131055,SCHW,"0151",증권,"증권시장과 가장 밀접한 관계를 가지고 있으며, 증시 활성화 여부가 실적에 미치는 영향이 큼. 지수의 안정과 함께 대세 상승이 진행된다면 은행, 건설주와 함께 유동성 장세의 가장 큰 수혜종목으로 주목 받는 경향이 있음. 자본시장통합으로 증권사들이 사업영역과 규모가 커질 것으로 예상되며 은행, 보험업종과 무한경쟁이 전망됨."
US8085131055,SCHW,"0151",증권,"증권시장과 가장 밀접한 관계를 가지고 있으며, 증시 활성화 여부가 실적에 미치는 영향이 큼. 지수의 안정과 함께 대세 상승이 진행된다면 은행, 건설주와 함께 유동성 장세의 가장 큰 수혜종목으로 주목 받는 경향이 있음. 자본시장통합으로 증권사들이 사업영역과 규모가 커질 것으로 예상되며 은행, 보험업종과 무한경쟁이 전망됨."
US2310211063,CMI,"0152",온실가스(탄소배출권),"국제 기후변화 협약인 교토의정서에 의해 우리나라도 온실가스 감축 의무를 부과받을 가능성이 높아짐에 따라 부각된 섹터. 관련 기업으로 온실가스를 감축할 수 있는 저감장치나 탄소배출권 사업을 영위하는 기업들이 있음. 2012년5월 18대 국회 본회의에서 탄소배출권거래제 관련 안건이 통과됨에 따라 우리나라는 2015년부터 탄소배출권거래제가 시행 중임. 한편, 2012년10월 제2차 녹색기후기금(GCF) 이사회 투표 결과 인천 송도가 GCF 유치 도시로 선정되면서 탄소배출권 섹터가 시장에서 재 부각됨."
US94106L1098,WM,"0152",온실가스(탄소배출권),"국제 기후변화 협약인 교토의정서에 의해 우리나라도 온실가스 감축 의무를 부과받을 가능성이 높아짐에 따라 부각된 섹터. 관련 기업으로 온실가스를 감축할 수 있는 저감장치나 탄소배출권 사업을 영위하는 기업들이 있음. 2012년5월 18대 국회 본회의에서 탄소배출권거래제 관련 안건이 통과됨에 따라 우리나라는 2015년부터 탄소배출권거래제가 시행 중임. 한편, 2012년10월 제2차 녹색기후기금(GCF) 이사회 투표 결과 인천 송도가 GCF 유치 도시로 선정되면서 탄소배출권 섹터가 시장에서 재 부각됨."
US3696041033,GE,"0152",온실가스(탄소배출권),"국제 기후변화 협약인 교토의정서에 의해 우리나라도 온실가스 감축 의무를 부과받을 가능성이 높아짐에 따라 부각된 섹터. 관련 기업으로 온실가스를 감축할 수 있는 저감장치나 탄소배출권 사업을 영위하는 기업들이 있음. 2012년5월 18대 국회 본회의에서 탄소배출권거래제 관련 안건이 통과됨에 따라 우리나라는 2015년부터 탄소배출권거래제가 시행 중임. 한편, 2012년10월 제2차 녹색기후기금(GCF) 이사회 투표 결과 인천 송도가 GCF 유치 도시로 선정되면서 탄소배출권 섹터가 시장에서 재 부각됨."
US4385161066,HON,"0152",온실가스(탄소배출권),"국제 기후변화 협약인 교토의정서에 의해 우리나라도 온실가스 감축 의무를 부과받을 가능성이 높아짐에 따라 부각된 섹터. 관련 기업으로 온실가스를 감축할 수 있는 저감장치나 탄소배출권 사업을 영위하는 기업들이 있음. 2012년5월 18대 국회 본회의에서 탄소배출권거래제 관련 안건이 통과됨에 따라 우리나라는 2015년부터 탄소배출권거래제가 시행 중임. 한편, 2012년10월 제2차 녹색기후기금(GCF) 이사회 투표 결과 인천 송도가 GCF 유치 도시로 선정되면서 탄소배출권 섹터가 시장에서 재 부각됨."
US88579Y1010,MMM,"0152",온실가스(탄소배출권),"국제 기후변화 협약인 교토의정서에 의해 우리나라도 온실가스 감축 의무를 부과받을 가능성이 높아짐에 따라 부각된 섹터. 관련 기업으로 온실가스를 감축할 수 있는 저감장치나 탄소배출권 사업을 영위하는 기업들이 있음. 2012년5월 18대 국회 본회의에서 탄소배출권거래제 관련 안건이 통과됨에 따라 우리나라는 2015년부터 탄소배출권거래제가 시행 중임. 한편, 2012년10월 제2차 녹색기후기금(GCF) 이사회 투표 결과 인천 송도가 GCF 유치 도시로 선정되면서 탄소배출권 섹터가 시장에서 재 부각됨."
US65339F1012,NEE,"0152",온실가스(탄소배출권),"국제 기후변화 협약인 교토의정서에 의해 우리나라도 온실가스 감축 의무를 부과받을 가능성이 높아짐에 따라 부각된 섹터. 관련 기업으로 온실가스를 감축할 수 있는 저감장치나 탄소배출권 사업을 영위하는 기업들이 있음. 2012년5월 18대 국회 본회의에서 탄소배출권거래제 관련 안건이 통과됨에 따라 우리나라는 2015년부터 탄소배출권거래제가 시행 중임. 한편, 2012년10월 제2차 녹색기후기금(GCF) 이사회 투표 결과 인천 송도가 GCF 유치 도시로 선정되면서 탄소배출권 섹터가 시장에서 재 부각됨."
US88160R1014,TSLA,"0152",온실가스(탄소배출권),"국제 기후변화 협약인 교토의정서에 의해 우리나라도 온실가스 감축 의무를 부과받을 가능성이 높아짐에 따라 부각된 섹터. 관련 기업으로 온실가스를 감축할 수 있는 저감장치나 탄소배출권 사업을 영위하는 기업들이 있음. 2012년5월 18대 국회 본회의에서 탄소배출권거래제 관련 안건이 통과됨에 따라 우리나라는 2015년부터 탄소배출권거래제가 시행 중임. 한편, 2012년10월 제2차 녹색기후기금(GCF) 이사회 투표 결과 인천 송도가 GCF 유치 도시로 선정되면서 탄소배출권 섹터가 시장에서 재 부각됨."
US2910111044,EMR,"0152",온실가스(탄소배출권),"국제 기후변화 협약인 교토의정서에 의해 우리나라도 온실가스 감축 의무를 부과받을 가능성이 높아짐에 따라 부각된 섹터. 관련 기업으로 온실가스를 감축할 수 있는 저감장치나 탄소배출권 사업을 영위하는 기업들이 있음. 2012년5월 18대 국회 본회의에서 탄소배출권거래제 관련 안건이 통과됨에 따라 우리나라는 2015년부터 탄소배출권거래제가 시행 중임. 한편, 2012년10월 제2차 녹색기후기금(GCF) 이사회 투표 결과 인천 송도가 GCF 유치 도시로 선정되면서 탄소배출권 섹터가 시장에서 재 부각됨."
US74762E1029,PWR,"0154",건설 대표주,"국내 대형 건설업체 기업군. 자금과 시공능력을 겸비하고 해외 사업 등으로 사업을 다각화하면서 중소형 건설사와 양극화, 내수경기와 부동산경기, 금리 등에 큰 영향을 받고 있음. 고용창출, 관련사업 파급효과 등 국민경제에서 차지하는 비중이 커 증권주, 은행주와 더불어 대표적인 대중주로 인식되고 있음. 2008년 글로벌 금융위기 이후 국내 주택시장의 침체가 장기화되면서 대형 건설사들은 해외 건설시장 진출을 더욱 가속화하고 있음. 또한, 국내 부동산 시장에서도 도시형생활주택, 오피스텔, 호텔 등으로 사업을 다각화 중."
US9113631090,URI,"0154",건설 대표주,"국내 대형 건설업체 기업군. 자금과 시공능력을 겸비하고 해외 사업 등으로 사업을 다각화하면서 중소형 건설사와 양극화, 내수경기와 부동산경기, 금리 등에 큰 영향을 받고 있음. 고용창출, 관련사업 파급효과 등 국민경제에서 차지하는 비중이 커 증권주, 은행주와 더불어 대표적인 대중주로 인식되고 있음. 2008년 글로벌 금융위기 이후 국내 주택시장의 침체가 장기화되면서 대형 건설사들은 해외 건설시장 진출을 더욱 가속화하고 있음. 또한, 국내 부동산 시장에서도 도시형생활주택, 오피스텔, 호텔 등으로 사업을 다각화 중."
US5260571048,LEN,"0154",건설 대표주,"국내 대형 건설업체 기업군. 자금과 시공능력을 겸비하고 해외 사업 등으로 사업을 다각화하면서 중소형 건설사와 양극화, 내수경기와 부동산경기, 금리 등에 큰 영향을 받고 있음. 고용창출, 관련사업 파급효과 등 국민경제에서 차지하는 비중이 커 증권주, 은행주와 더불어 대표적인 대중주로 인식되고 있음. 2008년 글로벌 금융위기 이후 국내 주택시장의 침체가 장기화되면서 대형 건설사들은 해외 건설시장 진출을 더욱 가속화하고 있음. 또한, 국내 부동산 시장에서도 도시형생활주택, 오피스텔, 호텔 등으로 사업을 다각화 중."
US5732841060,MLM,"0154",건설 대표주,"국내 대형 건설업체 기업군. 자금과 시공능력을 겸비하고 해외 사업 등으로 사업을 다각화하면서 중소형 건설사와 양극화, 내수경기와 부동산경기, 금리 등에 큰 영향을 받고 있음. 고용창출, 관련사업 파급효과 등 국민경제에서 차지하는 비중이 커 증권주, 은행주와 더불어 대표적인 대중주로 인식되고 있음. 2008년 글로벌 금융위기 이후 국내 주택시장의 침체가 장기화되면서 대형 건설사들은 해외 건설시장 진출을 더욱 가속화하고 있음. 또한, 국내 부동산 시장에서도 도시형생활주택, 오피스텔, 호텔 등으로 사업을 다각화 중."
US1491231015,CAT,"0154",건설 대표주,"국내 대형 건설업체 기업군. 자금과 시공능력을 겸비하고 해외 사업 등으로 사업을 다각화하면서 중소형 건설사와 양극화, 내수경기와 부동산경기, 금리 등에 큰 영향을 받고 있음. 고용창출, 관련사업 파급효과 등 국민경제에서 차지하는 비중이 커 증권주, 은행주와 더불어 대표적인 대중주로 인식되고 있음. 2008년 글로벌 금융위기 이후 국내 주택시장의 침체가 장기화되면서 대형 건설사들은 해외 건설시장 진출을 더욱 가속화하고 있음. 또한, 국내 부동산 시장에서도 도시형생활주택, 오피스텔, 호텔 등으로 사업을 다각화 중."
US3434121022,FLR,"0154",건설 대표주,"국내 대형 건설업체 기업군. 자금과 시공능력을 겸비하고 해외 사업 등으로 사업을 다각화하면서 중소형 건설사와 양극화, 내수경기와 부동산경기, 금리 등에 큰 영향을 받고 있음. 고용창출, 관련사업 파급효과 등 국민경제에서 차지하는 비중이 커 증권주, 은행주와 더불어 대표적인 대중주로 인식되고 있음. 2008년 글로벌 금융위기 이후 국내 주택시장의 침체가 장기화되면서 대형 건설사들은 해외 건설시장 진출을 더욱 가속화하고 있음. 또한, 국내 부동산 시장에서도 도시형생활주택, 오피스텔, 호텔 등으로 사업을 다각화 중."
US00766T1007,ACM,"0154",건설 대표주,"국내 대형 건설업체 기업군. 자금과 시공능력을 겸비하고 해외 사업 등으로 사업을 다각화하면서 중소형 건설사와 양극화, 내수경기와 부동산경기, 금리 등에 큰 영향을 받고 있음. 고용창출, 관련사업 파급효과 등 국민경제에서 차지하는 비중이 커 증권주, 은행주와 더불어 대표적인 대중주로 인식되고 있음. 2008년 글로벌 금융위기 이후 국내 주택시장의 침체가 장기화되면서 대형 건설사들은 해외 건설시장 진출을 더욱 가속화하고 있음. 또한, 국내 부동산 시장에서도 도시형생활주택, 오피스텔, 호텔 등으로 사업을 다각화 중."
